trip_id,driver_id,rider_id,pickup_city,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,trip_start_time,trip_duration_min,distance_km,vehicle_type,status,base_fare,surge_multiplier,total_fare,tip_amount,driver_rating,rider_rating,payment_method,is_surge
TRP0001655,DRV00206,RDR000123,Phoenix,37.27086,-105.862982,37.896327,-81.233759,2023-12-03T09:02:00Z,84,26.73,Premium,Cancelled,94.86,2.6,120.2,6.95,2.5,1.9,Wallet,True
TRP0001656,DRV00106,RDR001321,New York,34.371159,-94.69578,35.688506,-76.327421,2023-09-11T10:02:00Z,82,47.48,Electric,In Progress,51.99,2.43,104.86,11.72,4.5,3.5,Corporate,False
TRP0001657,DRV00185,RDR000734,Dallas,34.446673,-86.331512,36.786888,-96.010436,2023-05-10T09:49:00Z,39,13.33,Premium,No Show,137.07,2.13,209.59,11.75,1.1,2.7,Card,True
TRP0001658,DRV00223,RDR001047,San Jose,40.391428,-100.442142,37.370694,-112.334233,2023-12-10T14:23:00Z,74,0.93,SUV,No Show,81.21,2.6,161.91,11.87,4.1,4.3,Wallet,False
TRP0001659,DRV00195,RDR000046,San Antonio,40.087624,-106.562634,36.742308,-79.313133,2023-05-10T11:46:00Z,14,1.52,Premium,Cancelled,23.54,2.21,25.59,15.11,1.2,4.3,Cash,False
TRP0001660,DRV00130,RDR000814,Los Angeles,40.617593,-101.774398,40.504607,-82.269394,2023-12-28T15:18:00Z,58,23.7,Premium,Cancelled,85.86,1.25,153.56,1.14,1.5,1.2,Cash,False
TRP0001661,DRV00127,RDR001088,Los Angeles,35.069253,-105.965309,34.236439,-92.943514,2023-07-03T04:43:00Z,78,33.86,Premium,Cancelled,77.75,1.85,200.03,9.99,4.6,3.3,Wallet,False
TRP0001662,DRV00157,RDR000726,San Jose,39.741787,-85.012931,40.006773,-110.201467,2023-04-09T23:06:00Z,47,30.42,Comfort,In Progress,107.55,2.42,169.48,14.56,3.6,1.6,Card,False
TRP0001663,DRV00068,RDR000049,Philadelphia,34.291211,-91.013441,34.669348,-79.187635,2023-03-08T15:24:00Z,89,42.58,Comfort,Completed,44.14,1.92,125.19,5.41,1.1,3.7,Card,False
TRP0001664,DRV00200,RDR000335,New York,37.419452,-107.586718,33.635641,-112.475367,2023-01-09T11:00:00Z,48,17.15,Premium,Cancelled,17.6,2.41,45.92,10.64,3.4,1.2,Wallet,False
TRP0001665,DRV00183,RDR001941,Los Angeles,34.078655,-82.907032,40.199359,-95.933433,2023-05-20T05:13:00Z,69,8.9,SUV,Cancelled,146.66,1.64,224.39,18.21,1.9,3.6,Corporate,False
TRP0001666,DRV00069,RDR001246,Phoenix,36.345845,-84.421817,34.496855,-80.880769,2023-06-26T03:02:00Z,68,35.91,Electric,Completed,144.62,1.28,145.03,8.82,1.7,2.0,Wallet,False
TRP0001667,DRV00292,RDR001898,San Diego,39.650526,-108.254077,36.973747,-101.746351,2023-07-02T15:15:00Z,50,33.49,Premium,Completed,145.77,2.94,249.59,0.09,3.3,1.8,Corporate,False
TRP0001668,DRV00016,RDR000106,San Jose,36.810476,-108.568338,34.863511,-97.781853,2023-04-27T03:08:00Z,74,33.43,Economy,In Progress,148.26,2.98,411.89,5.5,1.3,2.2,Wallet,True
TRP0001669,DRV00082,RDR000765,Los Angeles,37.852298,-80.67446,38.573775,-94.353157,2023-07-30T17:45:00Z,60,34.38,Economy,Completed,101.47,1.0,113.4,3.01,1.1,3.6,Corporate,True
TRP0001670,DRV00081,RDR001732,Phoenix,39.020676,-105.432552,34.439901,-91.170596,2023-11-26T22:20:00Z,17,47.22,Motorbike,In Progress,79.8,2.54,100.77,4.19,4.3,4.2,Corporate,False
TRP0001671,DRV00059,RDR000061,Philadelphia,34.581606,-109.152452,39.552411,-93.214075,2023-10-03T01:50:00Z,59,23.28,Premium,In Progress,119.07,2.73,330.06,5.66,1.3,2.3,Cash,False
TRP0001672,DRV00063,RDR001052,San Jose,38.002188,-98.956139,38.197007,-94.794655,2023-09-06T10:21:00Z,5,47.37,Motorbike,No Show,9.92,2.9,10.02,6.78,4.0,2.2,Card,False
TRP0001673,DRV00225,RDR001274,New York,35.330142,-100.299425,36.562504,-95.423274,2023-06-23T03:34:00Z,33,9.21,SUV,Completed,60.45,1.58,143.85,0.79,4.2,4.7,Wallet,False
TRP0001674,DRV00024,RDR000822,New York,34.169893,-96.085273,36.088528,-88.192043,2023-06-01T19:55:00Z,90,34.26,Economy,Cancelled,41.11,2.72,115.46,2.13,4.1,4.7,Corporate,False
TRP0001675,DRV00132,RDR001391,Philadelphia,37.477954,-78.534416,36.355722,-95.016563,2023-12-23T11:34:00Z,58,48.45,Premium,No Show,84.72,1.89,189.87,19.15,1.3,2.6,Corporate,False
TRP0001676,DRV00078,RDR001033,San Diego,36.580794,-107.373247,37.63251,-93.791122,2023-06-12T06:29:00Z,39,48.93,Premium,In Progress,142.59,1.1,418.36,5.57,1.9,4.4,Corporate,False
TRP0001677,DRV00183,RDR000302,Los Angeles,40.410417,-106.359389,34.974782,-75.857565,2023-10-07T00:17:00Z,78,33.95,SUV,In Progress,79.67,1.01,85.93,12.57,1.8,2.4,Corporate,False
TRP0001678,DRV00202,RDR001844,New York,38.577937,-91.473002,39.054813,-80.484429,2023-04-23T21:46:00Z,24,39.43,Electric,Cancelled,147.91,1.94,209.54,6.85,3.0,1.6,Corporate,False
TRP0001679,DRV00095,RDR000010,Houston,33.214911,-82.880718,36.662678,-95.232365,2023-10-22T11:50:00Z,21,49.46,Motorbike,Completed,128.34,1.73,164.75,6.1,2.4,2.6,Card,True
TRP0001680,DRV00298,RDR000684,Phoenix,40.334987,-81.496106,34.702859,-88.598645,2023-01-24T22:13:00Z,2,27.21,Comfort,Completed,131.69,1.4,371.38,1.46,4.6,2.0,Corporate,False
TRP0001681,DRV00097,RDR001500,San Diego,40.489689,-105.986458,40.120201,-90.907142,2023-08-16T23:51:00Z,67,6.69,Economy,In Progress,50.51,2.63,53.3,9.97,1.2,1.2,Corporate,False
TRP0001682,DRV00194,RDR000507,San Jose,39.975036,-116.587593,33.407054,-105.499964,2023-10-30T02:46:00Z,37,5.42,Motorbike,In Progress,118.72,2.98,330.45,5.67,2.6,2.8,Corporate,False
TRP0001683,DRV00258,RDR001792,Los Angeles,33.634686,-101.899567,36.824075,-95.959326,2023-06-04T00:47:00Z,60,45.57,Comfort,No Show,67.19,1.51,117.54,10.03,2.7,3.1,Wallet,False
TRP0001684,DRV00158,RDR000741,Los Angeles,40.059029,-89.75047,35.00554,-85.339315,2023-11-06T16:32:00Z,23,3.82,Premium,In Progress,74.89,1.35,105.93,5.16,3.3,1.3,Cash,False
TRP0001685,DRV00105,RDR001710,Phoenix,39.408038,-77.632589,39.537505,-110.835322,2023-06-10T18:50:00Z,75,35.83,Motorbike,Completed,130.82,1.03,313.62,2.46,4.4,1.6,Card,False
TRP0001686,DRV00140,RDR000720,Chicago,36.359276,-76.435248,36.863821,-101.647965,2023-12-08T08:07:00Z,35,47.43,Electric,In Progress,138.68,2.3,244.04,0.14,2.3,3.2,Cash,True
TRP0001687,DRV00051,RDR001338,San Jose,36.205373,-76.571868,39.553902,-75.425032,2023-07-24T11:52:00Z,41,20.39,Motorbike,In Progress,57.48,2.44,101.72,17.23,2.9,2.6,Wallet,False
TRP0001688,DRV00005,RDR000287,San Jose,37.688924,-104.0117,40.04371,-76.30419,2023-02-06T15:23:00Z,45,25.26,Premium,Completed,127.93,1.58,287.38,10.39,3.1,3.4,Corporate,False
TRP0001689,DRV00240,RDR000011,San Diego,36.448998,-87.087743,37.432084,-86.844626,2023-08-01T19:10:00Z,37,18.35,SUV,In Progress,23.84,2.57,34.91,10.52,4.1,2.1,Card,False
TRP0001690,DRV00246,RDR000885,San Jose,34.617354,-116.315965,34.297817,-78.997571,2023-05-12T07:03:00Z,55,7.41,SUV,Cancelled,129.54,1.18,309.94,20.0,4.3,2.0,Card,True
TRP0001691,DRV00056,RDR000044,San Antonio,36.203869,-106.678362,37.254217,-102.558783,2023-09-13T10:23:00Z,67,46.13,Electric,Cancelled,41.64,2.39,71.24,11.39,1.4,1.3,Cash,False
TRP0001692,DRV00235,RDR001954,Chicago,37.18626,-103.717844,40.499675,-74.905935,2023-10-07T06:41:00Z,46,46.85,SUV,In Progress,69.86,2.43,82.29,4.83,2.4,2.6,Corporate,False
TRP0001693,DRV00127,RDR001112,Los Angeles,38.696386,-92.117451,38.684727,-84.495262,2023-08-12T21:16:00Z,28,33.02,Premium,Completed,121.76,1.93,251.77,2.82,4.8,2.5,Card,True
TRP0001694,DRV00299,RDR001763,Philadelphia,36.396546,-90.875922,38.070565,-99.059269,2023-03-28T18:12:00Z,57,49.66,Motorbike,In Progress,21.95,2.6,51.98,10.73,1.5,3.1,Wallet,True
TRP0001695,DRV00249,RDR000986,San Diego,37.516715,-80.269423,40.091563,-115.812476,2023-01-03T04:41:00Z,60,48.32,Electric,In Progress,31.11,2.63,68.86,1.16,4.1,3.5,Cash,True
TRP0001696,DRV00097,RDR000207,San Diego,40.320856,-112.410999,39.883644,-101.560128,2023-02-08T18:02:00Z,86,27.23,Economy,No Show,69.77,2.8,171.78,7.65,4.3,4.3,Wallet,False
TRP0001697,DRV00094,RDR000871,San Diego,36.264275,-89.552365,34.886574,-108.453809,2023-12-14T11:02:00Z,14,7.95,Comfort,Cancelled,60.43,1.58,148.87,7.67,2.3,3.7,Card,False
TRP0001698,DRV00008,RDR000642,Dallas,40.555198,-91.211491,37.216423,-105.228192,2023-12-11T08:57:00Z,84,12.13,Comfort,Cancelled,75.69,1.12,209.53,10.58,1.8,4.8,Card,False
TRP0001699,DRV00144,RDR001776,Chicago,34.974015,-109.715664,33.432864,-91.708416,2023-10-17T19:50:00Z,78,18.77,SUV,In Progress,34.22,1.05,52.36,0.08,4.7,1.8,Card,True
TRP0001700,DRV00240,RDR000483,San Diego,38.421427,-86.382808,34.932209,-76.212284,2023-09-08T15:40:00Z,87,24.47,SUV,Cancelled,84.92,1.98,145.15,5.15,2.6,2.8,Corporate,False
TRP0001701,DRV00244,RDR001142,New York,40.414018,-105.035475,40.500875,-109.912399,2023-07-19T13:27:00Z,45,47.38,Electric,Completed,50.11,1.68,118.59,11.6,4.2,3.3,Cash,False
TRP0001702,DRV00092,RDR001970,San Diego,33.551793,-115.350889,38.133347,-108.653766,2023-05-11T07:40:00Z,8,23.4,Comfort,Cancelled,125.34,2.14,234.8,9.45,4.4,3.2,Wallet,False
TRP0001703,DRV00148,RDR001444,Houston,40.076524,-92.576268,39.650771,-90.864048,2023-11-06T01:14:00Z,62,40.71,Motorbike,In Progress,30.77,2.84,73.15,2.19,4.9,2.4,Cash,False
TRP0001704,DRV00162,RDR001643,Dallas,34.446078,-82.46032,33.716578,-75.681438,2023-04-06T05:02:00Z,13,23.37,Motorbike,In Progress,142.49,2.71,348.14,6.5,1.4,1.0,Wallet,False
TRP0001705,DRV00098,RDR000595,Phoenix,35.007841,-80.932953,38.98999,-92.645779,2023-08-03T18:05:00Z,29,20.0,Premium,No Show,60.67,1.29,144.4,19.61,3.8,3.5,Corporate,False
TRP0001706,DRV00085,RDR001025,Phoenix,34.911812,-110.925525,37.068899,-79.876967,2023-09-17T14:58:00Z,58,46.03,Electric,No Show,61.5,2.34,74.59,12.03,1.9,3.2,Wallet,False
TRP0001707,DRV00021,RDR000123,San Jose,38.324812,-108.473212,40.803757,-102.605208,2023-08-06T20:30:00Z,77,1.21,SUV,In Progress,9.38,2.77,14.7,7.39,2.7,2.9,Wallet,False
TRP0001708,DRV00015,RDR001307,Dallas,34.732785,-109.728527,35.296336,-100.965652,2023-11-29T21:26:00Z,37,12.45,Electric,No Show,121.1,2.88,307.89,6.68,4.0,3.9,Wallet,True
TRP0001709,DRV00239,RDR001549,San Antonio,33.54388,-73.479921,35.931607,-82.557639,2023-09-13T12:36:00Z,28,15.97,Comfort,In Progress,49.1,1.72,129.33,7.22,3.3,2.3,Corporate,True
TRP0001710,DRV00022,RDR001881,San Antonio,40.426723,-86.25974,36.581627,-103.835047,2023-04-04T18:53:00Z,83,39.39,SUV,In Progress,138.47,2.47,281.33,12.75,1.4,3.3,Cash,False
TRP0001711,DRV00167,RDR000983,San Jose,40.342473,-89.474609,39.713432,-109.091795,2023-11-25T04:14:00Z,35,5.08,Motorbike,In Progress,52.76,1.79,57.52,1.4,1.6,2.7,Cash,True
TRP0001712,DRV00095,RDR000159,Houston,34.765434,-96.09896,34.431503,-92.819587,2023-03-04T00:39:00Z,62,31.13,Motorbike,Cancelled,9.8,1.72,24.64,6.23,4.9,1.8,Cash,False
TRP0001713,DRV00190,RDR001916,Philadelphia,35.444896,-100.264462,34.064693,-106.286505,2023-08-24T13:43:00Z,88,2.13,SUV,No Show,101.06,1.4,112.06,10.92,3.2,1.8,Wallet,False
TRP0001714,DRV00207,RDR001948,Dallas,40.81592,-95.239906,35.485631,-100.034263,2023-07-20T12:38:00Z,81,23.17,SUV,No Show,6.53,2.38,9.43,18.59,4.3,3.7,Wallet,False
TRP0001715,DRV00266,RDR001523,San Diego,35.847848,-85.205056,37.23502,-102.907438,2023-04-03T10:50:00Z,22,20.72,Motorbike,In Progress,132.18,1.33,258.21,3.69,2.5,4.0,Cash,False
TRP0001716,DRV00074,RDR001295,New York,40.563834,-85.697197,40.055753,-76.518464,2023-11-07T22:10:00Z,22,16.71,Motorbike,In Progress,74.71,2.92,183.44,5.41,1.7,4.1,Cash,False
TRP0001717,DRV00129,RDR000216,San Antonio,33.367783,-113.494145,40.651312,-91.02271,2023-07-17T02:34:00Z,57,43.82,Motorbike,Completed,64.18,2.96,175.86,7.92,3.0,3.2,Corporate,False
TRP0001718,DRV00140,RDR000522,Chicago,40.11595,-84.073981,38.441447,-82.165867,2023-11-29T21:58:00Z,79,48.61,Electric,No Show,134.44,1.17,391.78,12.43,2.3,4.2,Cash,False
TRP0001719,DRV00140,RDR000467,Chicago,38.563226,-107.40991,33.811975,-106.859172,2023-01-15T03:25:00Z,73,2.83,Electric,Cancelled,146.33,1.54,269.49,1.36,1.5,4.3,Cash,False
TRP0001720,DRV00253,RDR001250,San Antonio,37.408275,-117.893867,39.207165,-78.550401,2023-03-23T00:04:00Z,33,30.32,Economy,In Progress,95.85,1.43,191.93,7.34,1.1,3.5,Cash,True
TRP0001721,DRV00187,RDR000497,New York,39.509509,-100.225991,39.078883,-108.241709,2023-02-04T09:49:00Z,11,8.02,Motorbike,Completed,139.44,2.19,188.92,3.36,1.2,2.0,Corporate,False
TRP0001722,DRV00096,RDR000713,San Antonio,37.835162,-77.609541,40.588642,-113.604256,2023-08-22T15:40:00Z,16,2.23,SUV,No Show,29.89,1.8,64.28,13.79,1.0,1.0,Card,True
TRP0001723,DRV00238,RDR001810,Philadelphia,34.700523,-83.900779,40.512088,-79.752881,2023-09-29T07:16:00Z,45,19.12,Premium,Cancelled,126.91,2.57,256.44,15.56,1.5,4.7,Wallet,False
TRP0001724,DRV00253,RDR000953,San Antonio,40.81095,-115.363793,38.724251,-93.13977,2023-01-06T04:30:00Z,81,15.57,Economy,Cancelled,19.94,2.07,27.37,0.66,2.0,1.2,Cash,True
TRP0001725,DRV00280,RDR001462,Chicago,37.543213,-112.868556,39.699004,-110.452094,2023-07-14T21:43:00Z,27,46.69,Electric,Completed,44.61,1.05,121.44,17.41,1.9,2.1,Card,False
TRP0001726,DRV00072,RDR000924,Phoenix,36.075043,-101.757432,38.244325,-116.068102,2023-03-25T02:14:00Z,46,34.32,Comfort,Completed,30.47,1.2,58.95,6.93,2.2,3.1,Cash,False
TRP0001727,DRV00198,RDR001552,Philadelphia,33.66753,-97.932965,33.886534,-81.855787,2023-08-28T23:34:00Z,5,24.96,SUV,In Progress,17.92,2.47,52.08,0.14,2.3,2.3,Corporate,False
TRP0001728,DRV00087,RDR000350,San Diego,34.368932,-90.334372,35.390931,-96.250265,2023-06-23T06:41:00Z,31,21.9,Premium,Completed,117.62,1.57,276.1,7.22,1.8,3.4,Wallet,True
TRP0001729,DRV00032,RDR001629,Dallas,35.557831,-94.257201,37.014405,-110.628251,2023-05-30T13:59:00Z,5,33.4,Economy,In Progress,68.76,1.89,100.76,9.93,2.0,2.8,Corporate,True
TRP0001730,DRV00004,RDR001333,Philadelphia,36.596049,-105.732924,35.352923,-116.184812,2023-09-19T07:20:00Z,31,28.18,Electric,No Show,149.44,2.44,151.76,9.95,1.7,1.7,Corporate,False
TRP0001731,DRV00071,RDR001735,San Jose,38.516838,-77.150127,34.043489,-101.754706,2023-02-16T05:04:00Z,74,27.65,Premium,Cancelled,6.79,1.51,12.59,3.91,2.5,1.1,Card,False
TRP0001732,DRV00016,RDR000132,San Jose,33.529146,-96.892132,38.706057,-105.70757,2023-09-01T02:46:00Z,7,9.35,Economy,Completed,61.98,1.92,144.82,5.43,2.4,4.2,Corporate,False
TRP0001733,DRV00262,RDR000184,San Diego,34.308221,-75.010304,39.345338,-80.67435,2023-08-18T23:42:00Z,26,28.03,Electric,Completed,95.72,1.62,152.72,13.69,4.8,3.2,Card,True
TRP0001734,DRV00064,RDR000687,San Jose,38.589608,-95.50686,38.561621,-97.087505,2023-08-02T02:37:00Z,37,5.44,Economy,No Show,123.68,1.26,263.31,14.76,1.4,1.2,Cash,True
TRP0001735,DRV00231,RDR001843,San Diego,36.865368,-75.356657,39.067059,-116.194512,2023-03-20T21:13:00Z,44,21.4,Comfort,Completed,14.04,1.5,41.7,19.15,2.2,3.0,Cash,False
TRP0001736,DRV00236,RDR001493,Philadelphia,34.190147,-90.22291,35.826506,-91.537478,2023-12-20T05:34:00Z,43,33.03,Motorbike,No Show,129.72,2.05,273.87,15.68,2.4,3.0,Cash,False
TRP0001737,DRV00088,RDR001485,Dallas,35.715602,-96.7331,38.475693,-117.284668,2023-12-25T08:01:00Z,26,31.16,Economy,Cancelled,34.6,2.15,62.34,8.47,3.9,4.2,Wallet,False
TRP0001738,DRV00147,RDR000932,Chicago,34.987696,-92.924346,35.552761,-83.854191,2023-12-13T11:08:00Z,36,26.92,Economy,Cancelled,22.89,2.21,48.21,11.06,3.6,2.6,Cash,False
TRP0001739,DRV00128,RDR001755,Los Angeles,35.493903,-117.866216,36.123432,-110.888309,2023-02-23T13:27:00Z,30,17.01,SUV,Cancelled,125.07,1.49,320.07,2.33,3.8,1.5,Wallet,False
TRP0001740,DRV00101,RDR000363,Chicago,40.778338,-99.297895,36.209212,-82.013006,2023-09-28T17:26:00Z,90,13.14,Comfort,Cancelled,147.79,2.77,205.42,9.19,2.1,2.1,Wallet,True
TRP0001741,DRV00157,RDR000173,San Jose,33.619969,-96.976513,35.121102,-92.086138,2023-05-31T18:21:00Z,39,10.57,Comfort,In Progress,140.3,2.28,187.08,16.26,3.5,3.1,Wallet,False
TRP0001742,DRV00154,RDR000752,San Jose,33.596755,-89.91818,33.984131,-77.056749,2023-05-20T15:41:00Z,66,19.24,Comfort,Cancelled,19.12,2.8,44.38,5.77,3.3,4.5,Corporate,False
TRP0001743,DRV00130,RDR001335,Los Angeles,40.25932,-90.17555,40.057219,-101.140426,2023-11-27T18:51:00Z,28,22.33,Premium,Completed,50.51,1.72,136.79,1.22,2.3,1.5,Wallet,True
TRP0001744,DRV00271,RDR001165,Los Angeles,34.419377,-87.068614,34.876866,-102.717804,2023-08-27T17:10:00Z,37,11.4,Premium,No Show,73.58,1.65,102.51,1.52,3.9,1.4,Wallet,False
TRP0001745,DRV00154,RDR001096,San Jose,38.119619,-80.83485,36.071422,-110.4404,2023-04-16T23:03:00Z,32,45.25,Comfort,Completed,112.19,2.84,253.98,0.26,2.7,4.0,Corporate,True
TRP0001746,DRV00014,RDR000497,Phoenix,38.999612,-76.908939,37.857087,-78.35716,2023-03-17T02:33:00Z,78,19.19,Electric,In Progress,95.12,2.2,228.3,0.74,2.4,2.7,Wallet,False
TRP0001747,DRV00043,RDR001845,Philadelphia,34.31752,-117.899854,38.817178,-109.404513,2023-08-01T01:00:00Z,3,17.82,Electric,No Show,18.05,2.52,24.81,19.66,1.7,4.7,Corporate,False
TRP0001748,DRV00069,RDR000801,Phoenix,40.108513,-106.107693,38.61613,-93.340182,2023-03-14T11:02:00Z,24,6.08,Electric,In Progress,11.83,2.24,29.88,12.36,4.3,4.0,Corporate,False
TRP0001749,DRV00084,RDR000586,San Jose,33.678219,-80.283357,34.09132,-100.348454,2023-11-25T15:14:00Z,9,2.1,Premium,In Progress,98.16,1.34,236.67,10.67,2.7,3.9,Wallet,False
TRP0001750,DRV00087,RDR001452,San Diego,39.937123,-105.703275,40.802288,-88.313585,2023-12-24T13:13:00Z,43,26.18,Premium,In Progress,111.76,2.4,247.84,3.41,1.9,2.4,Corporate,False
TRP0001751,DRV00295,RDR001738,Chicago,39.654531,-100.452129,36.476388,-96.89291,2023-11-17T03:02:00Z,78,23.73,Economy,No Show,97.27,2.17,215.01,14.6,3.1,2.3,Wallet,False
TRP0001752,DRV00292,RDR001656,San Diego,36.469205,-116.856251,34.066943,-101.99959,2023-10-10T20:26:00Z,32,3.26,Premium,In Progress,53.13,1.85,54.73,12.35,1.8,2.2,Corporate,False
TRP0001753,DRV00009,RDR001633,San Jose,34.371305,-115.437679,37.00327,-112.171122,2023-03-26T21:08:00Z,43,45.38,Motorbike,In Progress,127.25,1.62,294.05,18.3,3.1,4.5,Cash,False
TRP0001754,DRV00177,RDR001611,San Antonio,37.85235,-107.464019,36.242237,-107.181877,2023-03-22T08:41:00Z,9,29.33,Premium,Cancelled,76.75,1.94,146.31,14.6,3.4,1.2,Corporate,False
TRP0001755,DRV00186,RDR000458,Los Angeles,36.886726,-79.312866,37.481047,-84.273196,2023-06-30T23:58:00Z,43,38.79,Electric,Cancelled,70.44,1.66,94.45,18.86,4.8,4.0,Wallet,False
TRP0001756,DRV00235,RDR001352,Chicago,36.934191,-103.392064,34.359179,-110.89907,2023-09-03T18:48:00Z,83,39.76,SUV,Cancelled,10.55,2.24,22.42,15.22,5.0,2.3,Cash,False
TRP0001757,DRV00204,RDR001947,San Antonio,40.484561,-90.254774,34.137673,-81.10303,2023-12-07T16:21:00Z,88,25.07,Premium,No Show,131.39,1.08,131.63,11.21,4.0,2.4,Card,False
TRP0001758,DRV00145,RDR000963,San Diego,40.11154,-108.038072,38.557833,-102.668107,2023-12-29T06:43:00Z,74,7.6,SUV,In Progress,111.75,1.75,167.1,3.22,2.1,1.3,Cash,False
TRP0001759,DRV00086,RDR000289,San Diego,33.179376,-82.422843,34.635945,-78.168522,2023-02-09T02:33:00Z,9,1.58,Economy,In Progress,78.13,2.05,107.64,2.88,1.7,2.5,Wallet,False
TRP0001760,DRV00112,RDR001458,San Jose,40.635588,-115.031948,33.680231,-78.206021,2023-07-16T01:15:00Z,7,34.73,SUV,Cancelled,45.17,2.97,111.84,13.55,1.2,4.3,Wallet,False
TRP0001761,DRV00045,RDR001337,Dallas,39.434722,-98.655163,38.319762,-87.53574,2023-11-19T19:58:00Z,40,26.69,Economy,Cancelled,39.72,1.17,77.15,11.07,1.2,1.6,Card,True
TRP0001762,DRV00298,RDR002000,Phoenix,38.785619,-99.406201,40.516341,-82.759491,2023-08-21T07:54:00Z,55,12.39,Comfort,In Progress,74.37,1.68,216.29,7.55,2.4,2.2,Card,False
TRP0001763,DRV00129,RDR000678,San Antonio,39.447381,-86.688561,34.616339,-83.281693,2023-02-26T03:57:00Z,66,45.03,Motorbike,Completed,19.29,1.28,43.37,11.48,2.5,1.9,Card,False
TRP0001764,DRV00099,RDR001800,San Diego,33.65796,-101.564945,38.961656,-114.857514,2023-12-02T16:20:00Z,26,34.71,Electric,No Show,98.96,2.49,104.6,0.46,2.5,1.1,Cash,False
TRP0001765,DRV00008,RDR000656,Dallas,38.057936,-112.451677,39.599191,-104.243065,2023-09-17T15:27:00Z,38,19.58,Comfort,Cancelled,108.44,1.21,311.5,19.57,4.8,3.2,Cash,False
TRP0001766,DRV00070,RDR000112,San Diego,34.394119,-105.315688,36.494258,-103.276383,2023-09-02T05:22:00Z,76,22.93,Motorbike,Cancelled,69.68,2.33,91.65,14.81,4.1,2.4,Cash,False
TRP0001767,DRV00237,RDR000371,San Jose,37.296104,-94.117521,39.132084,-90.88363,2023-02-13T18:42:00Z,22,38.54,Electric,No Show,58.01,2.66,99.57,1.65,3.7,2.3,Card,False
TRP0001768,DRV00161,RDR000601,San Diego,40.987494,-98.534846,39.139642,-111.502916,2023-10-27T00:01:00Z,52,41.89,Motorbike,No Show,99.55,1.15,173.3,6.06,1.6,4.5,Corporate,False
TRP0001769,DRV00276,RDR000020,Los Angeles,39.299704,-95.405209,36.759409,-96.036949,2023-12-18T11:48:00Z,34,18.59,Electric,Completed,75.58,1.25,179.1,7.52,4.8,4.0,Cash,False
TRP0001770,DRV00251,RDR001851,Los Angeles,33.355688,-112.232135,37.028068,-116.746351,2023-12-20T09:42:00Z,84,7.59,Electric,Completed,143.1,1.92,400.77,0.65,3.5,2.0,Corporate,True
TRP0001771,DRV00128,RDR000611,Los Angeles,33.100615,-96.070272,37.944663,-81.914882,2023-02-14T12:56:00Z,14,5.74,SUV,No Show,35.57,1.7,58.59,3.55,2.4,3.6,Cash,False
TRP0001772,DRV00288,RDR001029,Los Angeles,35.707602,-113.936061,35.840455,-115.649678,2023-07-20T16:59:00Z,64,37.84,Comfort,Completed,104.03,1.7,258.56,2.2,2.3,4.3,Corporate,True
TRP0001773,DRV00216,RDR000089,San Antonio,37.525385,-99.073999,38.970151,-100.539567,2023-07-28T20:00:00Z,76,21.02,SUV,No Show,134.05,2.14,233.38,2.39,2.7,4.5,Card,False
TRP0001774,DRV00107,RDR000384,Phoenix,34.053591,-77.216535,40.44885,-95.015808,2023-07-11T12:38:00Z,55,29.56,Motorbike,In Progress,147.67,1.13,185.67,18.98,3.6,2.7,Corporate,False
TRP0001775,DRV00286,RDR001134,Philadelphia,35.43338,-96.32193,39.029314,-95.163951,2023-11-07T13:47:00Z,51,42.06,Motorbike,Cancelled,88.22,1.17,163.18,4.49,2.4,3.0,Card,False
TRP0001776,DRV00105,RDR000712,Phoenix,39.509629,-85.070139,36.37565,-112.008379,2023-01-03T03:08:00Z,25,19.74,Motorbike,In Progress,29.52,1.56,64.14,14.37,1.0,3.0,Cash,True
TRP0001777,DRV00047,RDR000500,Houston,36.733527,-87.302143,33.135834,-94.412557,2023-12-08T11:14:00Z,66,28.75,Motorbike,In Progress,129.75,1.01,334.27,3.48,1.0,1.8,Corporate,False
TRP0001778,DRV00106,RDR000766,New York,36.132743,-85.086524,34.32961,-90.640639,2023-06-08T02:00:00Z,47,32.24,Electric,No Show,75.08,2.76,200.93,14.2,1.9,4.0,Corporate,False
TRP0001779,DRV00010,RDR001073,Dallas,34.392918,-97.997984,39.918987,-73.586875,2023-04-16T23:50:00Z,18,11.29,Electric,No Show,48.36,1.25,118.45,15.74,4.4,1.3,Cash,True
TRP0001780,DRV00125,RDR001727,Philadelphia,36.43414,-80.907491,38.628549,-91.778876,2023-09-16T21:26:00Z,71,41.82,SUV,Cancelled,3.49,2.32,7.41,4.0,3.6,3.7,Card,True
TRP0001781,DRV00049,RDR000161,New York,36.733062,-82.217405,33.24016,-75.733453,2023-11-23T12:27:00Z,22,32.97,Economy,In Progress,76.87,1.79,137.18,14.4,3.5,2.9,Card,False
TRP0001782,DRV00082,RDR000574,Los Angeles,35.690298,-109.33774,40.817422,-95.889897,2023-01-26T22:11:00Z,43,21.0,Economy,No Show,88.48,2.98,93.94,4.5,2.4,2.4,Cash,True
TRP0001783,DRV00103,RDR000259,New York,39.763393,-97.830382,38.509302,-99.345209,2023-02-20T18:40:00Z,34,8.19,SUV,No Show,111.73,1.09,291.89,15.67,2.0,2.5,Corporate,True
