rating_id,trip_id,driver_id,rider_id,rating_by,rating_value,review_text,cleanliness_score,punctuality_score,communication_score,rating_timestamp
RTG001376,TRP0003728,DRV00246,RDR000610,rider,2.2,Review comment 1376,5,2,1,2023-03-20T00:00:00Z
RTG001377,TRP0003696,DRV00238,RDR001716,rider,2.0,Review comment 1377,5,2,1,2023-03-30T00:00:00Z
RTG001378,TRP0001149,DRV00111,RDR001552,driver,1.9,Review comment 1378,5,2,2,2023-09-20T00:00:00Z
RTG001379,TRP0000239,DRV00294,RDR001601,rider,3.2,Review comment 1379,4,2,3,2023-04-29T00:00:00Z
RTG001380,TRP0002688,DRV00122,RDR000526,driver,1.5,Review comment 1380,4,2,4,2023-02-07T00:00:00Z
RTG001381,TRP0001890,DRV00270,RDR000826,driver,2.4,Review comment 1381,4,3,5,2023-07-16T00:00:00Z
RTG001382,TRP0002662,DRV00189,RDR000896,rider,4.4,Review comment 1382,5,3,4,2023-05-19T00:00:00Z
RTG001383,TRP0000799,DRV00011,RDR001554,rider,1.4,Review comment 1383,1,4,3,2023-08-18T00:00:00Z
RTG001384,TRP0002194,DRV00226,RDR001573,driver,4.8,Review comment 1384,1,3,2,2023-08-07T00:00:00Z
RTG001385,TRP0003563,DRV00013,RDR001887,rider,4.3,Review comment 1385,4,3,2,2023-05-02T00:00:00Z
RTG001386,TRP0002366,DRV00298,RDR001855,rider,3.5,Review comment 1386,4,3,1,2023-06-03T00:00:00Z
RTG001387,TRP0003176,DRV00279,RDR000029,rider,3.9,Review comment 1387,1,3,5,2023-10-21T00:00:00Z
RTG001388,TRP0002554,DRV00137,RDR000032,driver,1.0,Review comment 1388,4,2,5,2023-02-04T00:00:00Z
RTG001389,TRP0001351,DRV00273,RDR000780,rider,4.8,Review comment 1389,4,5,5,2023-12-24T00:00:00Z
RTG001390,TRP0000898,DRV00154,RDR001859,rider,1.5,Review comment 1390,1,4,1,2023-07-31T00:00:00Z
RTG001391,TRP0001146,DRV00266,RDR001674,rider,2.5,Review comment 1391,4,5,1,2023-12-06T00:00:00Z
RTG001392,TRP0002952,DRV00209,RDR000784,rider,2.4,Review comment 1392,4,4,2,2023-02-06T00:00:00Z
RTG001393,TRP0003930,DRV00161,RDR000276,rider,3.3,Review comment 1393,4,5,2,2023-03-03T00:00:00Z
RTG001394,TRP0002063,DRV00037,RDR001674,rider,4.9,Review comment 1394,1,4,1,2023-09-18T00:00:00Z
RTG001395,TRP0002199,DRV00287,RDR000714,driver,2.2,Review comment 1395,2,3,1,2023-09-25T00:00:00Z
RTG001396,TRP0002976,DRV00085,RDR000534,driver,3.2,Review comment 1396,4,2,5,2023-06-23T00:00:00Z
RTG001397,TRP0003854,DRV00227,RDR001540,driver,4.0,Review comment 1397,4,2,4,2023-08-20T00:00:00Z
RTG001398,TRP0002379,DRV00098,RDR001270,driver,4.4,Review comment 1398,2,3,3,2023-09-20T00:00:00Z
RTG001399,TRP0002296,DRV00035,RDR001583,rider,3.6,Review comment 1399,2,2,2,2023-06-13T00:00:00Z
RTG001400,TRP0001367,DRV00165,RDR000049,driver,2.4,Review comment 1400,4,3,5,2023-12-08T00:00:00Z
RTG001401,TRP0003384,DRV00036,RDR000060,driver,4.3,Review comment 1401,5,4,1,2023-06-06T00:00:00Z
RTG001402,TRP0000752,DRV00254,RDR000879,rider,4.2,Review comment 1402,2,3,3,2023-06-21T00:00:00Z
RTG001403,TRP0002716,DRV00167,RDR000710,rider,1.7,Review comment 1403,2,4,1,2023-12-29T00:00:00Z
RTG001404,TRP0003689,DRV00004,RDR000207,rider,4.8,Review comment 1404,3,1,2,2023-05-13T00:00:00Z
RTG001405,TRP0002655,DRV00212,RDR000055,rider,4.4,Review comment 1405,4,5,5,2023-09-05T00:00:00Z
RTG001406,TRP0002069,DRV00165,RDR000182,driver,3.4,Review comment 1406,2,5,4,2023-10-13T00:00:00Z
RTG001407,TRP0003638,DRV00211,RDR000536,driver,3.0,Review comment 1407,1,3,5,2023-02-10T00:00:00Z
RTG001408,TRP0003622,DRV00170,RDR001877,driver,3.3,Review comment 1408,5,1,1,2023-07-06T00:00:00Z
RTG001409,TRP0002684,DRV00289,RDR000931,driver,1.4,Review comment 1409,1,1,5,2023-05-19T00:00:00Z
RTG001410,TRP0002758,DRV00166,RDR001701,rider,2.4,Review comment 1410,2,4,3,2023-01-10T00:00:00Z
RTG001411,TRP0001290,DRV00040,RDR001409,rider,2.9,Review comment 1411,3,5,5,2023-03-11T00:00:00Z
RTG001412,TRP0000285,DRV00147,RDR001767,rider,3.5,Review comment 1412,3,5,3,2023-03-17T00:00:00Z
RTG001413,TRP0003763,DRV00201,RDR001667,rider,2.1,Review comment 1413,4,2,1,2023-11-08T00:00:00Z
RTG001414,TRP0002040,DRV00042,RDR001947,driver,4.9,Review comment 1414,5,1,4,2023-09-01T00:00:00Z
RTG001415,TRP0001674,DRV00024,RDR000822,driver,2.2,Review comment 1415,1,1,4,2023-03-08T00:00:00Z
RTG001416,TRP0000127,DRV00070,RDR001772,rider,4.8,Review comment 1416,2,3,5,2023-12-30T00:00:00Z
RTG001417,TRP0001517,DRV00023,RDR001019,driver,4.6,Review comment 1417,2,5,2,2023-09-21T00:00:00Z
RTG001418,TRP0001311,DRV00086,RDR001085,driver,1.4,Review comment 1418,1,3,4,2023-09-29T00:00:00Z
RTG001419,TRP0001445,DRV00189,RDR000606,driver,1.2,Review comment 1419,3,5,4,2023-10-09T00:00:00Z
RTG001420,TRP0000216,DRV00109,RDR001635,driver,4.0,Review comment 1420,5,4,3,2023-01-13T00:00:00Z
RTG001421,TRP0002491,DRV00207,RDR000165,driver,1.5,Review comment 1421,1,4,5,2023-03-30T00:00:00Z
RTG001422,TRP0000293,DRV00267,RDR000970,driver,2.9,Review comment 1422,4,4,5,2023-08-14T00:00:00Z
RTG001423,TRP0002010,DRV00251,RDR001512,rider,4.7,Review comment 1423,3,5,2,2023-01-17T00:00:00Z
RTG001424,TRP0003452,DRV00059,RDR000478,rider,2.5,Review comment 1424,4,4,5,2023-11-27T00:00:00Z
RTG001425,TRP0002498,DRV00121,RDR000770,driver,2.2,Review comment 1425,3,1,4,2023-01-19T00:00:00Z
RTG001426,TRP0000900,DRV00012,RDR001775,rider,1.8,Review comment 1426,5,4,2,2023-05-06T00:00:00Z
RTG001427,TRP0003335,DRV00231,RDR000915,rider,1.4,Review comment 1427,5,3,2,2023-12-30T00:00:00Z
RTG001428,TRP0000179,DRV00092,RDR000059,rider,1.9,Review comment 1428,1,2,3,2023-10-11T00:00:00Z
RTG001429,TRP0001956,DRV00272,RDR001035,driver,1.7,Review comment 1429,2,4,3,2023-10-26T00:00:00Z
RTG001430,TRP0003706,DRV00279,RDR001402,rider,2.3,Review comment 1430,3,1,3,2023-04-27T00:00:00Z
RTG001431,TRP0002414,DRV00057,RDR001376,driver,1.1,Review comment 1431,1,3,5,2023-09-24T00:00:00Z
RTG001432,TRP0000042,DRV00207,RDR001692,driver,2.2,Review comment 1432,5,5,1,2023-02-27T00:00:00Z
RTG001433,TRP0002505,DRV00028,RDR001960,rider,4.6,Review comment 1433,4,2,4,2023-12-29T00:00:00Z
RTG001434,TRP0002580,DRV00014,RDR001450,driver,1.7,Review comment 1434,5,2,3,2023-01-15T00:00:00Z
RTG001435,TRP0002603,DRV00168,RDR000717,driver,1.5,Review comment 1435,1,3,3,2023-04-04T00:00:00Z
RTG001436,TRP0003942,DRV00068,RDR000827,rider,2.0,Review comment 1436,1,1,3,2023-12-01T00:00:00Z
RTG001437,TRP0000127,DRV00070,RDR001772,driver,1.8,Review comment 1437,5,5,4,2023-12-01T00:00:00Z
RTG001438,TRP0002420,DRV00023,RDR001339,driver,2.8,Review comment 1438,5,3,1,2023-09-20T00:00:00Z
RTG001439,TRP0001614,DRV00096,RDR000582,driver,4.2,Review comment 1439,4,1,3,2023-01-12T00:00:00Z
RTG001440,TRP0003411,DRV00029,RDR001554,rider,4.1,Review comment 1440,3,3,1,2023-07-27T00:00:00Z
RTG001441,TRP0003547,DRV00234,RDR000640,rider,1.1,Review comment 1441,2,2,3,2023-10-13T00:00:00Z
RTG001442,TRP0003128,DRV00180,RDR001198,driver,4.4,Review comment 1442,5,4,5,2023-09-10T00:00:00Z
RTG001443,TRP0000281,DRV00090,RDR001744,rider,1.3,Review comment 1443,4,5,5,2023-04-18T00:00:00Z
RTG001444,TRP0001511,DRV00046,RDR001624,driver,2.8,Review comment 1444,5,4,5,2023-04-18T00:00:00Z
RTG001445,TRP0002575,DRV00208,RDR001262,driver,1.3,Review comment 1445,4,1,5,2023-11-19T00:00:00Z
RTG001446,TRP0000994,DRV00021,RDR001152,driver,2.4,Review comment 1446,2,1,4,2023-02-22T00:00:00Z
RTG001447,TRP0000428,DRV00252,RDR000080,rider,4.8,Review comment 1447,3,2,5,2023-07-19T00:00:00Z
RTG001448,TRP0001406,DRV00206,RDR001318,driver,3.7,Review comment 1448,5,4,2,2023-12-12T00:00:00Z
RTG001449,TRP0000801,DRV00183,RDR001108,driver,1.3,Review comment 1449,4,2,1,2023-06-30T00:00:00Z
RTG001450,TRP0000164,DRV00237,RDR000506,driver,3.9,Review comment 1450,4,3,4,2023-10-07T00:00:00Z
RTG001451,TRP0001120,DRV00277,RDR000615,driver,2.6,Review comment 1451,4,2,4,2023-02-22T00:00:00Z
RTG001452,TRP0000839,DRV00249,RDR001154,rider,1.5,Review comment 1452,3,1,1,2023-04-28T00:00:00Z
RTG001453,TRP0003339,DRV00268,RDR000007,rider,2.6,Review comment 1453,2,4,2,2023-04-26T00:00:00Z
RTG001454,TRP0003664,DRV00214,RDR001186,driver,3.1,Review comment 1454,1,2,4,2023-07-05T00:00:00Z
RTG001455,TRP0000740,DRV00238,RDR000850,rider,2.0,Review comment 1455,3,3,5,2023-11-09T00:00:00Z
RTG001456,TRP0002701,DRV00180,RDR000263,rider,1.2,Review comment 1456,4,4,3,2023-01-18T00:00:00Z
RTG001457,TRP0000481,DRV00229,RDR001633,rider,1.8,Review comment 1457,3,3,2,2023-12-11T00:00:00Z
RTG001458,TRP0001763,DRV00129,RDR000678,driver,3.8,Review comment 1458,1,3,2,2023-03-22T00:00:00Z
RTG001459,TRP0002036,DRV00166,RDR001590,driver,4.6,Review comment 1459,2,5,3,2023-08-12T00:00:00Z
RTG001460,TRP0002798,DRV00002,RDR001535,driver,4.7,Review comment 1460,3,2,2,2023-09-05T00:00:00Z
RTG001461,TRP0003196,DRV00175,RDR001710,rider,2.1,Review comment 1461,5,3,3,2023-02-21T00:00:00Z
RTG001462,TRP0000781,DRV00224,RDR001932,rider,4.3,Review comment 1462,2,5,3,2023-04-24T00:00:00Z
RTG001463,TRP0003920,DRV00198,RDR001548,driver,2.5,Review comment 1463,1,2,3,2023-12-20T00:00:00Z
RTG001464,TRP0002087,DRV00047,RDR000248,driver,2.4,Review comment 1464,4,3,1,2023-03-26T00:00:00Z
RTG001465,TRP0002580,DRV00014,RDR001450,driver,4.3,Review comment 1465,5,5,5,2023-11-05T00:00:00Z
RTG001466,TRP0000031,DRV00207,RDR000078,rider,1.3,Review comment 1466,1,5,1,2023-10-20T00:00:00Z
RTG001467,TRP0001371,DRV00212,RDR000894,rider,2.4,Review comment 1467,5,3,5,2023-10-28T00:00:00Z
RTG001468,TRP0000938,DRV00079,RDR001959,rider,3.1,Review comment 1468,1,1,4,2023-10-22T00:00:00Z
RTG001469,TRP0000288,DRV00261,RDR001427,rider,3.0,Review comment 1469,4,4,5,2023-10-11T00:00:00Z
RTG001470,TRP0003804,DRV00275,RDR001243,rider,3.2,Review comment 1470,4,3,3,2023-07-28T00:00:00Z
RTG001471,TRP0000997,DRV00013,RDR001306,driver,2.9,Review comment 1471,2,4,2,2023-10-10T00:00:00Z
RTG001472,TRP0000982,DRV00007,RDR000504,rider,1.1,Review comment 1472,2,1,4,2023-04-21T00:00:00Z
RTG001473,TRP0000943,DRV00096,RDR000823,driver,4.6,Review comment 1473,1,4,1,2023-03-21T00:00:00Z
RTG001474,TRP0000631,DRV00288,RDR000411,rider,2.8,Review comment 1474,3,2,1,2023-08-31T00:00:00Z
RTG001475,TRP0002268,DRV00043,RDR001561,rider,3.8,Review comment 1475,4,1,1,2023-07-02T00:00:00Z
RTG001476,TRP0002848,DRV00084,RDR001820,rider,4.4,Review comment 1476,1,5,2,2023-03-28T00:00:00Z
RTG001477,TRP0001451,DRV00135,RDR000414,driver,1.4,Review comment 1477,1,2,5,2023-04-21T00:00:00Z
RTG001478,TRP0003974,DRV00035,RDR000846,rider,3.0,Review comment 1478,2,5,2,2023-04-20T00:00:00Z
RTG001479,TRP0003818,DRV00039,RDR001659,driver,2.7,Review comment 1479,2,4,3,2023-03-14T00:00:00Z
RTG001480,TRP0001037,DRV00208,RDR000129,rider,4.3,Review comment 1480,1,4,3,2023-03-28T00:00:00Z
RTG001481,TRP0001484,DRV00070,RDR000529,rider,2.1,Review comment 1481,3,4,2,2023-10-09T00:00:00Z
RTG001482,TRP0000822,DRV00073,RDR001125,rider,4.5,Review comment 1482,2,4,4,2023-01-21T00:00:00Z
RTG001483,TRP0001826,DRV00194,RDR000807,driver,1.6,Review comment 1483,5,1,5,2023-12-15T00:00:00Z
RTG001484,TRP0002376,DRV00055,RDR001814,driver,4.2,Review comment 1484,1,3,2,2023-06-08T00:00:00Z
RTG001485,TRP0003952,DRV00174,RDR001038,driver,1.0,Review comment 1485,3,4,4,2023-12-24T00:00:00Z
RTG001486,TRP0000446,DRV00049,RDR000027,rider,1.1,Review comment 1486,4,3,4,2023-10-13T00:00:00Z
RTG001487,TRP0002480,DRV00274,RDR000314,driver,4.7,Review comment 1487,4,4,5,2023-03-03T00:00:00Z
RTG001488,TRP0003950,DRV00155,RDR000029,rider,2.7,Review comment 1488,5,1,2,2023-06-06T00:00:00Z
RTG001489,TRP0003264,DRV00201,RDR000239,rider,4.0,Review comment 1489,5,4,4,2023-06-20T00:00:00Z
RTG001490,TRP0000788,DRV00104,RDR001847,driver,4.6,Review comment 1490,4,4,2,2023-01-26T00:00:00Z
RTG001491,TRP0001829,DRV00264,RDR000429,rider,3.9,Review comment 1491,4,2,4,2023-07-01T00:00:00Z
RTG001492,TRP0003436,DRV00099,RDR001749,driver,3.5,Review comment 1492,1,5,2,2023-12-12T00:00:00Z
RTG001493,TRP0003037,DRV00069,RDR001555,rider,4.4,Review comment 1493,2,1,2,2023-05-08T00:00:00Z
RTG001494,TRP0002288,DRV00103,RDR000624,driver,4.0,Review comment 1494,4,5,2,2023-09-07T00:00:00Z
RTG001495,TRP0001161,DRV00011,RDR000499,driver,5.0,Review comment 1495,2,2,2,2023-03-11T00:00:00Z
RTG001496,TRP0001341,DRV00131,RDR000419,driver,2.2,Review comment 1496,2,5,4,2023-12-03T00:00:00Z
RTG001497,TRP0000801,DRV00183,RDR001108,rider,2.5,Review comment 1497,5,1,5,2023-09-04T00:00:00Z
RTG001498,TRP0001586,DRV00111,RDR000092,driver,1.8,Review comment 1498,2,1,2,2023-05-28T00:00:00Z
RTG001499,TRP0000378,DRV00015,RDR000544,driver,4.0,Review comment 1499,5,5,3,2023-05-19T00:00:00Z
RTG001500,TRP0002414,DRV00057,RDR001376,driver,2.8,Review comment 1500,5,3,5,2023-12-05T00:00:00Z
RTG001501,TRP0003340,DRV00032,RDR001226,driver,2.8,Review comment 1501,4,4,3,2023-07-18T00:00:00Z
RTG001502,TRP0002345,DRV00018,RDR001996,driver,4.1,Review comment 1502,3,4,3,2023-11-29T00:00:00Z
RTG001503,TRP0002298,DRV00155,RDR001439,rider,4.2,Review comment 1503,1,5,5,2023-09-15T00:00:00Z
RTG001504,TRP0002458,DRV00130,RDR000670,rider,3.2,Review comment 1504,3,3,1,2023-12-07T00:00:00Z
RTG001505,TRP0001555,DRV00263,RDR001060,driver,1.2,Review comment 1505,2,2,3,2023-11-30T00:00:00Z
RTG001506,TRP0001572,DRV00216,RDR001810,rider,2.7,Review comment 1506,3,1,5,2023-06-30T00:00:00Z
RTG001507,TRP0002879,DRV00159,RDR001772,driver,4.8,Review comment 1507,3,1,3,2023-11-04T00:00:00Z
RTG001508,TRP0001502,DRV00180,RDR001457,driver,1.6,Review comment 1508,2,5,1,2023-07-13T00:00:00Z
RTG001509,TRP0000142,DRV00018,RDR000755,driver,3.5,Review comment 1509,4,1,3,2023-03-13T00:00:00Z
RTG001510,TRP0001574,DRV00033,RDR000609,driver,1.3,Review comment 1510,4,5,4,2023-08-23T00:00:00Z
RTG001511,TRP0002261,DRV00034,RDR000236,rider,3.4,Review comment 1511,4,4,2,2023-03-04T00:00:00Z
RTG001512,TRP0001248,DRV00073,RDR001845,rider,1.6,Review comment 1512,4,5,3,2023-08-07T00:00:00Z
RTG001513,TRP0000166,DRV00233,RDR000831,driver,3.7,Review comment 1513,1,2,1,2023-07-22T00:00:00Z
RTG001514,TRP0003797,DRV00055,RDR000510,driver,1.3,Review comment 1514,4,2,1,2023-04-03T00:00:00Z
RTG001515,TRP0001031,DRV00187,RDR000788,rider,4.4,Review comment 1515,5,1,3,2023-04-20T00:00:00Z
RTG001516,TRP0001547,DRV00298,RDR000834,rider,2.7,Review comment 1516,5,4,2,2023-10-13T00:00:00Z
RTG001517,TRP0001334,DRV00128,RDR000716,driver,3.4,Review comment 1517,3,2,4,2023-03-20T00:00:00Z
RTG001518,TRP0001416,DRV00030,RDR001123,driver,3.7,Review comment 1518,3,3,5,2023-02-23T00:00:00Z
RTG001519,TRP0002405,DRV00081,RDR001569,rider,1.4,Review comment 1519,1,4,1,2023-08-31T00:00:00Z
RTG001520,TRP0002179,DRV00022,RDR001689,rider,3.7,Review comment 1520,1,4,4,2023-05-20T00:00:00Z
RTG001521,TRP0000985,DRV00243,RDR000448,driver,1.1,Review comment 1521,4,3,2,2023-05-16T00:00:00Z
RTG001522,TRP0001903,DRV00230,RDR000487,driver,1.1,Review comment 1522,1,2,5,2023-08-17T00:00:00Z
RTG001523,TRP0002694,DRV00201,RDR000275,rider,2.4,Review comment 1523,5,4,1,2023-05-05T00:00:00Z
RTG001524,TRP0000560,DRV00266,RDR000027,rider,4.9,Review comment 1524,5,4,3,2023-05-09T00:00:00Z
RTG001525,TRP0000618,DRV00027,RDR000528,rider,1.1,Review comment 1525,4,4,3,2023-02-05T00:00:00Z
RTG001526,TRP0003472,DRV00006,RDR001878,rider,3.6,Review comment 1526,3,2,1,2023-06-17T00:00:00Z
RTG001527,TRP0000153,DRV00188,RDR000942,driver,2.1,Review comment 1527,2,5,1,2023-08-30T00:00:00Z
RTG001528,TRP0003619,DRV00063,RDR000521,rider,4.5,Review comment 1528,1,1,5,2023-07-21T00:00:00Z
RTG001529,TRP0002961,DRV00071,RDR000081,driver,3.7,Review comment 1529,4,5,4,2023-10-23T00:00:00Z
RTG001530,TRP0002016,DRV00091,RDR000455,rider,2.1,Review comment 1530,3,4,3,2023-03-09T00:00:00Z
RTG001531,TRP0002556,DRV00277,RDR001462,driver,4.9,Review comment 1531,2,1,3,2023-11-07T00:00:00Z
RTG001532,TRP0001725,DRV00280,RDR001462,driver,4.6,Review comment 1532,5,2,5,2023-04-04T00:00:00Z
RTG001533,TRP0003073,DRV00103,RDR000588,driver,1.8,Review comment 1533,4,2,5,2023-05-03T00:00:00Z
RTG001534,TRP0003644,DRV00249,RDR000624,driver,4.8,Review comment 1534,4,2,3,2023-10-14T00:00:00Z
RTG001535,TRP0001325,DRV00031,RDR000956,driver,2.9,Review comment 1535,5,3,5,2023-11-01T00:00:00Z
RTG001536,TRP0000015,DRV00045,RDR000984,rider,3.8,Review comment 1536,5,4,3,2023-10-30T00:00:00Z
RTG001537,TRP0002421,DRV00171,RDR000458,rider,2.8,Review comment 1537,4,5,2,2023-09-09T00:00:00Z
RTG001538,TRP0003617,DRV00114,RDR001884,rider,3.9,Review comment 1538,3,3,2,2023-02-08T00:00:00Z
RTG001539,TRP0001559,DRV00226,RDR000724,driver,4.2,Review comment 1539,3,1,3,2023-04-28T00:00:00Z
RTG001540,TRP0001221,DRV00061,RDR000134,driver,3.2,Review comment 1540,4,4,1,2023-11-21T00:00:00Z
RTG001541,TRP0000440,DRV00266,RDR001918,driver,4.2,Review comment 1541,1,4,2,2023-05-02T00:00:00Z
RTG001542,TRP0000229,DRV00288,RDR000242,rider,4.1,Review comment 1542,5,2,5,2023-09-15T00:00:00Z
RTG001543,TRP0003260,DRV00030,RDR000070,rider,1.8,Review comment 1543,2,1,2,2023-09-10T00:00:00Z
RTG001544,TRP0000602,DRV00223,RDR000914,driver,2.9,Review comment 1544,2,2,4,2023-04-01T00:00:00Z
RTG001545,TRP0001281,DRV00001,RDR000821,driver,2.2,Review comment 1545,2,1,3,2023-03-30T00:00:00Z
RTG001546,TRP0002931,DRV00069,RDR000069,rider,3.3,Review comment 1546,1,1,1,2023-09-08T00:00:00Z
RTG001547,TRP0002457,DRV00092,RDR001163,driver,3.1,Review comment 1547,3,1,3,2023-06-28T00:00:00Z
RTG001548,TRP0003395,DRV00021,RDR000450,rider,3.9,Review comment 1548,5,3,3,2023-11-16T00:00:00Z
RTG001549,TRP0002665,DRV00054,RDR000501,rider,1.6,Review comment 1549,3,5,4,2023-08-10T00:00:00Z
RTG001550,TRP0002296,DRV00035,RDR001583,rider,3.8,Review comment 1550,1,3,4,2023-05-02T00:00:00Z
RTG001551,TRP0000473,DRV00083,RDR001920,driver,1.8,Review comment 1551,4,1,1,2023-06-07T00:00:00Z
RTG001552,TRP0000886,DRV00155,RDR001594,rider,3.9,Review comment 1552,3,3,4,2023-04-14T00:00:00Z
RTG001553,TRP0001306,DRV00195,RDR000024,driver,1.5,Review comment 1553,1,1,1,2023-09-11T00:00:00Z
RTG001554,TRP0003482,DRV00192,RDR000996,rider,1.2,Review comment 1554,4,1,3,2023-09-08T00:00:00Z
RTG001555,TRP0001959,DRV00048,RDR001451,rider,5.0,Review comment 1555,4,3,2,2023-04-23T00:00:00Z
RTG001556,TRP0000881,DRV00084,RDR000820,driver,2.7,Review comment 1556,4,2,2,2023-10-29T00:00:00Z
RTG001557,TRP0001251,DRV00089,RDR001853,driver,1.1,Review comment 1557,2,5,5,2023-12-19T00:00:00Z
RTG001558,TRP0003309,DRV00040,RDR000276,driver,2.4,Review comment 1558,5,4,5,2023-11-21T00:00:00Z
RTG001559,TRP0000947,DRV00029,RDR000851,rider,3.0,Review comment 1559,3,4,2,2023-08-07T00:00:00Z
RTG001560,TRP0002401,DRV00299,RDR000609,driver,1.2,Review comment 1560,2,4,5,2023-01-06T00:00:00Z
RTG001561,TRP0002237,DRV00108,RDR001619,driver,2.0,Review comment 1561,2,5,1,2024-01-01T00:00:00Z
RTG001562,TRP0001541,DRV00030,RDR000899,driver,3.7,Review comment 1562,1,4,5,2023-04-28T00:00:00Z
RTG001563,TRP0002837,DRV00087,RDR000800,driver,4.4,Review comment 1563,3,3,5,2023-11-07T00:00:00Z
RTG001564,TRP0002546,DRV00121,RDR000451,rider,3.5,Review comment 1564,3,3,4,2023-12-28T00:00:00Z
RTG001565,TRP0001653,DRV00185,RDR001383,driver,4.7,Review comment 1565,2,5,5,2023-08-24T00:00:00Z
RTG001566,TRP0003833,DRV00055,RDR001066,driver,4.6,Review comment 1566,2,5,4,2023-10-15T00:00:00Z
RTG001567,TRP0002277,DRV00002,RDR000012,driver,1.2,Review comment 1567,1,2,3,2023-07-23T00:00:00Z
RTG001568,TRP0002762,DRV00167,RDR000056,rider,3.5,Review comment 1568,4,4,5,2023-11-08T00:00:00Z
RTG001569,TRP0003474,DRV00145,RDR001617,driver,4.1,Review comment 1569,3,4,5,2023-10-21T00:00:00Z
RTG001570,TRP0002191,DRV00220,RDR000684,driver,4.4,Review comment 1570,2,2,4,2023-08-25T00:00:00Z
RTG001571,TRP0001381,DRV00168,RDR000671,driver,4.8,Review comment 1571,3,3,3,2023-01-21T00:00:00Z
RTG001572,TRP0003289,DRV00188,RDR000488,rider,4.0,Review comment 1572,5,3,1,2023-04-17T00:00:00Z
RTG001573,TRP0001623,DRV00065,RDR001931,rider,3.2,Review comment 1573,5,3,3,2023-05-25T00:00:00Z
RTG001574,TRP0001273,DRV00286,RDR000930,driver,2.9,Review comment 1574,2,5,5,2023-09-04T00:00:00Z
RTG001575,TRP0000027,DRV00199,RDR001172,rider,4.9,Review comment 1575,4,5,5,2023-09-28T00:00:00Z
RTG001576,TRP0003865,DRV00006,RDR000978,rider,1.6,Review comment 1576,1,1,5,2023-06-12T00:00:00Z
RTG001577,TRP0002295,DRV00184,RDR001287,driver,1.9,Review comment 1577,2,5,2,2023-11-01T00:00:00Z
RTG001578,TRP0001515,DRV00072,RDR000962,driver,3.7,Review comment 1578,4,3,1,2023-11-04T00:00:00Z
RTG001579,TRP0001414,DRV00033,RDR001839,rider,2.3,Review comment 1579,4,2,1,2023-09-28T00:00:00Z
RTG001580,TRP0000023,DRV00124,RDR001968,rider,4.6,Review comment 1580,1,2,5,2023-02-26T00:00:00Z
RTG001581,TRP0000104,DRV00020,RDR001598,driver,2.1,Review comment 1581,1,2,4,2023-11-30T00:00:00Z
RTG001582,TRP0003068,DRV00013,RDR001769,rider,1.0,Review comment 1582,5,1,1,2023-04-25T00:00:00Z
RTG001583,TRP0000302,DRV00281,RDR000714,rider,3.1,Review comment 1583,4,2,5,2023-12-29T00:00:00Z
RTG001584,TRP0003286,DRV00186,RDR001196,driver,4.2,Review comment 1584,3,4,3,2023-07-15T00:00:00Z
RTG001585,TRP0003892,DRV00040,RDR000790,rider,4.9,Review comment 1585,4,5,4,2023-05-26T00:00:00Z
RTG001586,TRP0000145,DRV00229,RDR001436,driver,2.5,Review comment 1586,5,4,2,2023-11-19T00:00:00Z
RTG001587,TRP0000359,DRV00241,RDR001872,driver,4.5,Review comment 1587,3,3,3,2023-06-10T00:00:00Z
RTG001588,TRP0003151,DRV00170,RDR000312,driver,4.1,Review comment 1588,1,4,1,2023-11-20T00:00:00Z
RTG001589,TRP0002025,DRV00072,RDR001725,rider,2.5,Review comment 1589,1,4,1,2023-03-28T00:00:00Z
RTG001590,TRP0002423,DRV00146,RDR001674,driver,3.3,Review comment 1590,1,1,4,2023-12-31T00:00:00Z
RTG001591,TRP0001747,DRV00043,RDR001845,rider,1.3,Review comment 1591,3,5,5,2023-08-29T00:00:00Z
RTG001592,TRP0000956,DRV00217,RDR000734,rider,2.1,Review comment 1592,1,2,2,2023-02-25T00:00:00Z
RTG001593,TRP0001518,DRV00200,RDR000742,rider,1.8,Review comment 1593,3,2,3,2023-04-11T00:00:00Z
RTG001594,TRP0003110,DRV00192,RDR000677,rider,1.6,Review comment 1594,5,1,2,2023-12-16T00:00:00Z
RTG001595,TRP0002038,DRV00163,RDR001508,driver,3.4,Review comment 1595,2,5,1,2023-11-04T00:00:00Z
RTG001596,TRP0000214,DRV00179,RDR000345,rider,4.0,Review comment 1596,1,1,2,2023-09-20T00:00:00Z
RTG001597,TRP0001102,DRV00294,RDR000585,rider,4.1,Review comment 1597,4,2,2,2023-05-14T00:00:00Z
RTG001598,TRP0002882,DRV00212,RDR000656,driver,2.6,Review comment 1598,4,4,5,2023-11-29T00:00:00Z
RTG001599,TRP0001497,DRV00253,RDR000479,rider,4.1,Review comment 1599,5,5,1,2023-09-30T00:00:00Z
RTG001600,TRP0003698,DRV00076,RDR000131,rider,5.0,Review comment 1600,4,5,1,2023-06-12T00:00:00Z
RTG001601,TRP0001078,DRV00282,RDR001195,rider,1.9,Review comment 1601,2,5,1,2023-10-30T00:00:00Z
RTG001602,TRP0001707,DRV00021,RDR000123,rider,3.8,Review comment 1602,5,1,5,2023-10-08T00:00:00Z
RTG001603,TRP0002661,DRV00093,RDR001413,rider,2.9,Review comment 1603,1,1,1,2023-07-11T00:00:00Z
